creative_id,campaign_id,advertiser_name,app_name,vertical,format,width,height,language,creative_launch_date,theme,hook_type,cta_text,headline,subhead,dominant_color,emotional_tone,duration_sec,text_density,copy_length_chars,readability_score,brand_visibility_score,clutter_score,novelty_score,motion_score,faces_count,product_count,has_price,has_discount_badge,has_gameplay,has_ugc_style,asset_file,asset_path,asset_exists,aspect_ratio,asset_pixels,is_video_like,headline_chars,subhead_chars,advertiser_id,objective,primary_theme,target_age_segment,target_os,start_date,end_date,daily_budget_usd,kpi_goal,campaign_duration_days,hq_region,first_3d_days_observed,first_3d_spend_usd,first_3d_impressions,first_3d_viewable_impressions,first_3d_clicks,first_3d_conversions,first_3d_revenue_usd,first_3d_avg_country_os_slices,first_3d_ctr_volatility,first_3d_ipm_volatility,first_3d_ctr,first_3d_viewability_rate,first_3d_cvr,first_3d_ipm,first_3d_roas,first_7d_days_observed,first_7d_spend_usd,first_7d_impressions,first_7d_viewable_impressions,first_7d_clicks,first_7d_conversions,first_7d_revenue_usd,first_7d_avg_country_os_slices,first_7d_ctr_volatility,first_7d_ipm_volatility,first_7d_ctr,first_7d_viewability_rate,first_7d_cvr,first_7d_ipm,first_7d_roas,first_14d_days_observed,first_14d_spend_usd,first_14d_impressions,first_14d_viewable_impressions,first_14d_clicks,first_14d_conversions,first_14d_revenue_usd,first_14d_avg_country_os_slices,first_14d_ctr_volatility,first_14d_ipm_volatility,first_14d_ctr,first_14d_viewability_rate,first_14d_cvr,first_14d_ipm,first_14d_roas,lifecycle_days,lifecycle_spend_usd,lifecycle_impressions,lifecycle_clicks,lifecycle_conversions,lifecycle_revenue_usd,lifecycle_ctr_std,lifecycle_ipm_std,lifecycle_max_days_since_launch,lifecycle_ctr,lifecycle_cvr,lifecycle_ipm,lifecycle_roas,creative_status,fatigue_day,perf_score,overall_ctr,overall_cvr,overall_ipm,overall_roas,ctr_decay_pct,cvr_decay_pct,peak_rolling_ctr_5,has_fatigue
500040,20006,NeonArena,NeonArena Quest,gaming,rewarded_video,360,640,pt,2026-01-14,reward,power-up,Book now,Unlock rare gear,Free rewards for new players,blue,calm,20,0.16,29,0.882,0.603,0.413,0.469,0.719,1,1,0,0,1,0,assets/creative_500040.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500040.png,True,0.5625,230400,1,16,28,1006,install,reward,25-34,iOS,2026-01-03,2026-02-21,2980,IPM,50,LATAM,3,2309.45,462362,393657,7063,1436,8294.23,3.0,0.0008818716690441744,0.30443852014960526,0.01527590935241218,0.8514043109079034,0.203313039784794,3.105791565915884,3.5914308601615104,7,4572.21,912234,767604,13215,2619,15290.210000000001,3.0,0.0011620485593238294,0.3252494446054203,0.014486414669920218,0.8414551529541763,0.1981838819523269,2.870973894855925,3.344161794843194,14,8548.91,1720431,1432451,21172,4207,24662.56,3.0,0.0027191685404714286,0.5875875066358864,0.012306218616149093,0.8326117118326745,0.19870583789911203,2.4453174814915566,2.884877721253353,39,20224.68,4072614,30192,5935,34330.45,0.004498113993964093,0.908248487772778,38,0.007413420471471148,0.19657525172231055,1.4572949953027712,1.6974533095208426,fatigued,11,0.6895061728395063,0.0074134204714711,0.1965752517223105,1.4572949953027712,1.6974533095208426,-0.8659295506476411,-0.028212634169106,0.0152759093524121,1
500041,20006,NeonArena,NeonArena Quest,gaming,rewarded_video,360,640,it,2026-01-05,fantasy,fast,Shop now,Unlock rare gear,Play with friends tonight,blue,playful,6,0.363,29,0.705,0.285,0.457,0.514,0.95,1,2,0,0,1,0,assets/creative_500041.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500041.png,True,0.5625,230400,1,16,25,1006,install,reward,25-34,iOS,2026-01-03,2026-02-21,2980,IPM,50,LATAM,3,9482.18,1883172,1568926,23053,4326,24421.340000000004,3.0,0.0015208249594942105,0.23768463998835096,0.012241579632662338,0.833129422060226,0.18765453520149222,2.297187936099305,2.575498461324295,7,15599.619999999999,3090324,2571801,33192,6256,35815.21,3.0,0.0023721996487181688,0.42877866841697726,0.010740621371739662,0.8322107973144564,0.18847915160279585,2.024383203832349,2.2959027207072995,14,21534.45,4276941,3537497,39658,7419,42305.58,3.0,0.0030440670439545654,0.5876650099488665,0.009272515098992481,0.8271091417908266,0.1870744868626759,1.7346510040704326,1.9645535409541455,48,37748.35,7541500,47107,8746,49693.26,0.0029997244429244394,0.5694145499166773,47,0.006246370085526752,0.18566242808924363,1.1597162368229132,1.316435287900001,stable,,0.5780864197530864,0.0062463700855267,0.1856624280892436,1.1597162368229132,1.316435287900001,-0.8302316134011848,0.0231964844920946,0.0122415796326623,0
500042,20007,ThreadMark,ThreadMark Shop,ecommerce,banner,320,480,ja,2026-01-06,discount,limited offer,Try for free,Flash sale live,Shop bestsellers now,blue,premium,0,0.05,73,0.835,0.754,0.517,0.458,0.348,1,2,1,0,0,0,assets/creative_500042.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500042.png,True,0.6666666666666666,153600,0,15,20,1007,purchase,ugc,45-54,Both,2026-01-01,2026-02-18,1612,CPA,49,Europe,3,1873.0,328484,263685,2568,184,7716.99,4.0,0.00014295506119900808,0.037180377412498605,0.007817732370526418,0.802733162041378,0.07165109034267912,0.5601490483554754,4.1201227976508275,7,3593.8,620556,507027,4906,300,12100.52,4.0,0.0006849234457529059,0.1142922008636202,0.007905813496283977,0.8170527720302438,0.061149612719119444,0.4834374335273529,3.3670543714174412,14,5864.72,1005389,821510,7224,418,16899.66,4.0,0.0011141015369542288,0.1247957446607174,0.00718527853398038,0.8171066124654238,0.05786267995570321,0.4157594722042911,2.881580024280784,44,13416.15,2265668,10959,626,24986.12,0.0021256773162950417,0.13782121110303527,43,0.004836984059447368,0.057122000182498404,0.27629820432649443,1.8623912225191281,stable,,0.3040123456790123,0.0048369840594473,0.0571220001824984,0.2762982043264944,1.862391222519128,-0.7461980868608302,-0.0988438681793625,0.0081133591834029,0
500043,20007,ThreadMark,ThreadMark Shop,ecommerce,interstitial,360,640,en,2026-01-07,product-focus,free rewards,Order now,Your next favorite pick,Free shipping over $25,red,excited,12,0.27,76,0.878,0.586,0.329,0.675,0.493,3,1,1,1,0,0,assets/creative_500043.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500043.png,True,0.5625,230400,1,23,22,1007,purchase,ugc,45-54,Both,2026-01-01,2026-02-18,1612,CPA,49,Europe,3,1589.3600000000001,192335,162786,2359,178,6995.639999999999,4.0,0.0006211863795238537,0.09759343538806022,0.012265058361712636,0.8463670158837445,0.07545570156846121,0.9254685834611485,4.401545276085971,7,3533.8900000000003,426496,353833,5515,404,15841.08,4.0,0.0012049648753544608,0.17438745041944423,0.012930953631452581,0.8296279449279712,0.07325475974614687,0.9472539015606243,4.482618304474672,14,6165.7300000000005,739027,608574,9007,645,25048.35,4.0,0.0014109574745425329,0.167820052352162,0.012187646730092405,0.8234800622981299,0.0716109692461419,0.872769195171489,4.062511657176035,43,14558.13,1743742,15036,1062,41622.38,0.0033107968459874576,0.2570914403991727,42,0.008622835258885776,0.07063048683160415,0.6090350522038237,2.8590471441043595,stable,,0.7777777777777778,0.0086228352588857,0.0706304868316041,0.6090350522038237,2.8590471441043595,-0.6997979244152819,0.0588818315793844,0.0133841603510429,0
500044,20007,ThreadMark,ThreadMark Shop,ecommerce,native,320,320,en,2026-01-01,product-focus,free shipping,Claim reward,Flash sale live,Shop bestsellers now,purple,playful,0,0.783,49,0.781,0.53,0.531,0.97,0.48,2,3,0,0,0,1,assets/creative_500044.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500044.png,True,1.0,102400,0,15,20,1007,purchase,ugc,45-54,Both,2026-01-01,2026-02-18,1612,CPA,49,Europe,3,5932.57,881867,687441,8611,491,19808.54,4.0,0.0004508533585846329,0.062027161205909946,0.009764510975010972,0.7795291126666493,0.05702009058181396,0.5567733002822421,3.3389475387563907,7,10398.810000000001,1554761,1238491,15076,904,35095.36,4.0,0.000652146502864517,0.06841391229013964,0.009696667204798679,0.7965796672285965,0.05996285486866543,0.5814398483110909,3.374940017175042,14,12791.050000000001,1907878,1525744,17622,1056,40798.73,4.0,0.001365097483766891,0.09819334490098493,0.00923643964656021,0.7997073188117898,0.0599250936329588,0.5534945106552934,3.1896310310725076,49,21663.49,3232771,23259,1378,53454.9,0.0022347550167670584,0.15077154650149427,48,0.007194756448879305,0.05924588331398598,0.4262597010428515,2.467511005844395,stable,,0.649074074074074,0.0071947564488793,0.0592458833139859,0.4262597010428515,2.467511005844395,-0.7239713551023332,0.0408334902403815,0.0098669885696568,0
500045,20007,ThreadMark,ThreadMark Shop,ecommerce,rewarded_video,360,640,en,2026-01-12,minimalist,limited offer,Install now,Limited stock,Only this weekend,purple,premium,30,0.461,56,0.649,0.676,0.482,0.356,0.152,1,3,0,1,0,1,assets/creative_500045.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500045.png,True,0.5625,230400,1,13,17,1007,purchase,ugc,45-54,Both,2026-01-01,2026-02-18,1612,CPA,49,Europe,3,1086.13,106676,87163,1239,75,2989.61,4.0,0.0011790235741653081,0.20396506347044788,0.011614608721736848,0.8170816303573437,0.06053268765133172,0.7030634819453297,2.7525342270262305,7,2601.5,253168,208117,2984,209,8430.35,4.0,0.001077684596651075,0.2696000202132905,0.011786639701700057,0.8220509701068065,0.0700402144772118,0.8255387726726916,3.2405727464924086,14,4636.06,455090,374034,4739,325,12881.43,4.0,0.001982347189491284,0.258232149107181,0.010413324836845459,0.8218901755696676,0.06857986917071113,0.7141444549429783,2.7785296135080215,38,10335.37,1012224,6952,469,18395.06,0.0034603537088325597,0.2925821181114952,37,0.006868045017703591,0.06746260069044879,0.4633361785533637,1.779816300722664,stable,,0.578395061728395,0.0068680450177035,0.0674626006904487,0.4633361785533637,1.779816300722664,-0.8034877260597946,0.0789051860243694,0.0121943115364168,0
500046,20007,ThreadMark,ThreadMark Shop,ecommerce,banner,320,480,en,2026-01-19,testimonial,new collection,Start now,Limited stock,Free shipping over $25,orange,playful,0,0.416,62,0.945,0.79,0.268,0.485,0.574,2,2,0,1,0,0,assets/creative_500046.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500046.png,True,0.6666666666666666,153600,0,13,22,1007,purchase,ugc,45-54,Both,2026-01-01,2026-02-18,1612,CPA,49,Europe,3,972.25,159470,133948,1483,79,3170.74,4.0,0.0011093523740544906,0.1239839635715786,0.009299554775192826,0.8399573587508622,0.053270397842211735,0.49539098262996173,3.2612393931601953,7,2429.81,398685,334869,3901,218,8856.29,4.0,0.0009326009166480521,0.12684223944637926,0.009784667093068463,0.839933782309342,0.05588310689566778,0.5467975971004678,3.6448487741839903,14,4496.65,743862,613967,6602,380,15268.73,4.0,0.001325565359554512,0.1189666076813511,0.008875302139375315,0.8253775565897976,0.05755831566192063,0.5108474421330839,3.3955789309819533,31,8966.71,1485144,10300,550,21940.89,0.002242789080122134,0.17240099578358212,30,0.006935354416810761,0.05339805825242718,0.37033445915008917,2.446927579903889,stable,,0.5981481481481481,0.0069353544168107,0.0533980582524271,0.3703344591500891,2.4469275799038885,-0.5846721768910519,-0.113458687625867,0.0101361083105285,0
500047,20007,ThreadMark,ThreadMark Shop,ecommerce,rewarded_video,360,640,en,2026-01-08,ugc,free shipping,Watch now,Limited stock,Free shipping over $25,black,calm,15,0.439,53,0.882,0.975,0.308,0.341,0.087,4,2,1,0,0,0,assets/creative_500047.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500047.png,True,0.5625,230400,1,13,22,1007,purchase,ugc,45-54,Both,2026-01-01,2026-02-18,1612,CPA,49,Europe,3,1259.32,122138,102773,1475,115,4609.570000000001,4.0,0.0011874856683017911,0.1726372918049572,0.012076503627044818,0.8414498354320523,0.07796610169491526,0.9415579099051892,3.6603643236032153,7,2753.49,269717,222579,3329,280,10762.44,4.0,0.0011314622985337094,0.13958328645758003,0.012342566467816266,0.8252316316731982,0.08410934214478823,1.0381251459863488,3.908654108059227,14,4869.7699999999995,477532,392716,5541,427,16469.84,4.0,0.001335090021510019,0.21750951321933293,0.011603410870894516,0.8223867719859611,0.07706190218372135,0.8941809135304022,3.3820570581362164,42,12129.27,1184969,9923,742,28581.96,0.0030416819662074574,0.2928385747682605,41,0.008374058730650337,0.07477577345560818,0.6261767185470675,2.3564451941460614,stable,,0.7435185185185186,0.0083740587306503,0.0747757734556081,0.6261767185470675,2.3564451941460614,-0.6583913491443129,-0.1730549306336707,0.012745942648609,0
500048,20008,CoinBridge,CoinBridge Invest,fintech,native,320,320,de,2026-01-30,feature-focus,cashback,Shop now,Secure & simple,Built for peace of mind,blue,trustworthy,0,0.323,42,0.859,0.98,0.137,0.533,0.237,1,1,0,0,0,0,assets/creative_500048.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500048.png,True,1.0,102400,0,15,23,1008,signup,trust,45-54,Both,2026-01-13,2026-03-10,4256,CTR,57,North America,3,2155.45,378810,312287,2800,290,28230.08,8.0,0.0006286519587996024,0.21345404108389915,0.007391568332409388,0.8243895356511179,0.10357142857142858,0.7655552915709722,13.097070217356006,7,5357.62,952673,775447,7427,802,78779.76,8.0,0.0005853628015072179,0.1592938889158331,0.007795959369059478,0.8139697461773348,0.10798438131143126,0.8418418491969437,14.704245541863738,14,10244.06,1823703,1493012,12747,1348,131699.18,8.0,0.0009891829688848629,0.15988178987805154,0.006989624955379248,0.8186705839711839,0.10575037263669883,0.7391554436221248,12.856150783966513,40,29961.3,5371241,23388,2440,239094.91999999998,0.002142208184419204,0.2445396858487393,39,0.004354300989287205,0.1043270053018642,0.45427118239527886,7.980125027952726,stable,,0.6052469135802468,0.0043543009892872,0.1043270053018642,0.4542711823952788,7.980125027952726,-0.7526704591513502,-0.139194741781229,0.0080739360914762,0
500049,20008,CoinBridge,CoinBridge Invest,fintech,banner,320,480,es,2026-01-31,trust,cashback,Get offer,Track every euro,No hidden fees,green,trustworthy,0,0.188,62,0.929,0.719,0.205,0.422,0.133,0,2,0,0,0,0,assets/creative_500049.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500049.png,True,0.6666666666666666,153600,0,16,14,1008,signup,trust,45-54,Both,2026-01-13,2026-03-10,4256,CTR,57,North America,3,2013.46,411247,338172,2784,266,26088.46,8.0,0.0005202751415695724,0.03383965092367572,0.006769654246717909,0.8223087341670577,0.09554597701149425,0.6468132290326738,12.957029193527559,7,5003.64,1006329,827024,6710,628,60578.17,8.0,0.000411081887083082,0.0980344051814641,0.006667799496983591,0.8218226842314988,0.09359165424739195,0.6240503851126222,12.106820234869014,14,9991.9,1980256,1625256,11205,1025,98143.39,8.0,0.0011620669389373782,0.13525583446058964,0.005658359323239015,0.8207302490183087,0.09147701918786257,0.5176098443837565,9.822295058997788,39,27981.85,5570136,19385,1683,161996.55,0.0018134952425842774,0.1842315562953884,38,0.0034801663729575006,0.08681970595821512,0.3021470211858382,5.789343806789043,stable,,0.3657407407407407,0.0034801663729575,0.0868197059582151,0.3021470211858382,5.789343806789043,-0.7299402789012658,-0.1985083085926301,0.0068354969256328,0
500050,20008,CoinBridge,CoinBridge Invest,fintech,banner,320,480,de,2026-01-19,feature-focus,save smarter,Start now,Secure & simple,No hidden fees,blue,excited,0,0.267,48,0.99,0.695,0.118,0.139,0.289,1,0,0,1,0,0,assets/creative_500050.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500050.png,True,0.6666666666666666,153600,0,15,14,1008,signup,trust,45-54,Both,2026-01-13,2026-03-10,4256,CTR,57,North America,3,4711.9,941562,790141,5856,540,51837.590000000004,8.0,0.00028995345375909076,0.09840494206810055,0.0062194523568283346,0.8391810629570862,0.09221311475409837,0.5735150738878587,11.001419809418708,7,9586.92,1903313,1588962,10774,984,94164.37,8.0,0.000833027991709708,0.10694634251936176,0.005660655919441521,0.8348400919869722,0.09133098199368851,0.5169932638509799,9.822171249994785,14,15112.69,3013043,2494276,14282,1302,125739.7,8.0,0.0014444049855806128,0.14059327513147798,0.004740058472447954,0.8278262208670769,0.09116370256266629,0.4321212807118916,8.32014022652486,51,39240.79,7812399,23090,2059,199633.84,0.0013281280757279819,0.12798260502619435,50,0.002955558209456532,0.089172802078822,0.2635554072443049,5.087406242331003,stable,,0.2876543209876543,0.0029555582094565,0.089172802078822,0.2635554072443049,5.087406242331003,-0.6807032656668492,-0.0147491083909232,0.0062194523568283,0
500051,20008,CoinBridge,CoinBridge Invest,fintech,banner,320,480,en,2026-01-24,food-closeup,security,Book now,"Your money, clearer","Fast signup, instant card",green,adventurous,0,0.347,59,0.877,0.684,0.31,0.424,0.329,1,2,0,0,0,0,assets/creative_500051.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500051.png,True,0.6666666666666666,153600,0,19,25,1008,signup,trust,45-54,Both,2026-01-13,2026-03-10,4256,CTR,57,North America,3,3064.52,616319,507893,4102,373,37601.64,8.0,0.00020030580147174863,0.041682541138628744,0.006655644236182886,0.8240748703187797,0.090931253047294,0.6052060702331098,12.269993343166304,7,7188.86,1444671,1185759,8960,783,76412.87,8.0,0.0006050696585839931,0.07390478413125062,0.006202104146895729,0.8207813405266666,0.08738839285714285,0.5419919137298388,10.62934456923629,14,11313.42,2261586,1858890,12198,1062,103661.28,8.0,0.0012959396336275795,0.12413230073971741,0.005393560094553115,0.821940885732402,0.08706345302508608,0.46958196593010393,9.162682902252369,46,32080.89,6347560,20149,1743,169787.77,0.0016254240046456735,0.14602772325007074,45,0.003174290593550908,0.08650553377338825,0.2745937021469667,5.292489391659645,stable,,0.3126543209876544,0.0031742905935509,0.0865055337733882,0.2745937021469667,5.292489391659645,-0.7141580681753701,-0.0069174148036588,0.0066556442361828,0
500052,20008,CoinBridge,CoinBridge Invest,fintech,banner,320,480,es,2026-01-15,product-focus,security,Watch now,Save with confidence,No hidden fees,black,excited,0,0.429,49,0.867,0.635,0.188,0.462,0.318,1,1,0,0,0,1,assets/creative_500052.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500052.png,True,0.6666666666666666,153600,0,20,14,1008,signup,trust,45-54,Both,2026-01-13,2026-03-10,4256,CTR,57,North America,3,11061.68,2209152,1865825,10998,997,96966.0,8.0,0.000860950653910144,0.10763913359384465,0.0049783808447766385,0.8445887833883771,0.09065284597199491,0.4513043919114665,8.76593790454976,7,17474.68,3453638,2886661,14981,1393,135242.59,8.0,0.0011332065704871281,0.10794012539355281,0.0043377447202051864,0.8358319545939673,0.09298444696615714,0.4033427938886473,7.739345727647087,14,24868.809999999998,4898184,4084386,17887,1682,163576.77,8.0,0.001290047877619204,0.11694553490019294,0.0036517615508114844,0.8338572009544762,0.09403477385810924,0.34339257161429626,6.577587347364028,55,51803.06,10257796,27518,2543,246100.47999999998,0.0008215705029962501,0.0837797127935946,54,0.0026826425481653172,0.09241223926157424,0.24790900501433252,4.750693877929218,stable,,0.2685185185185185,0.0026826425481653,0.0924122392615742,0.2479090050143325,4.750693877929218,-0.5815207591752214,-0.1092004966451253,0.0049783808447766,0
500053,20008,CoinBridge,CoinBridge Invest,fintech,interstitial,360,640,en,2026-01-18,fantasy,earn more,Install now,Secure & simple,Built for peace of mind,blue,excited,0,0.562,50,0.99,0.74,0.193,0.211,0.402,2,0,0,0,0,1,assets/creative_500053.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500053.png,True,0.5625,230400,0,15,23,1008,signup,trust,45-54,Both,2026-01-13,2026-03-10,4256,CTR,57,North America,3,5283.33,752795,619272,5762,619,63960.53999999999,8.0,0.0001542947352847238,0.027889348525850673,0.007654142229956363,0.8226303309665978,0.10742797639708435,0.8222690108196786,12.106103536973839,7,10257.62,1453208,1200096,10449,1117,113530.7,8.0,0.0007191366208330722,0.10153202773037112,0.0071902989799120295,0.8258253464060203,0.10690018183558235,0.7686442684047982,11.067937786738053,14,16234.58,2309239,1900725,14718,1559,156842.47,8.0,0.001294794390965317,0.1526204957973504,0.0063735282489166345,0.8230958337357025,0.10592471803234135,0.6751141826376568,9.661011864797242,52,39974.83,5696668,22017,2297,229081.44,0.0019162735000969222,0.21103306615135362,51,0.003864890844964109,0.10432847345233229,0.40321816191500015,5.730642006482579,stable,,0.4805555555555555,0.0038648908449641,0.1043284734523322,0.4032181619150001,5.730642006482579,-0.756344855084509,0.0028297260699199,0.0076541422299563,0
500054,20009,DriftPass,DriftPass Travel,travel,rewarded_video,360,640,en,2026-01-15,feature-focus,last-minute deal,Learn more,Last-minute savings,Hotels + flights in one tap,teal,trustworthy,10,0.123,75,0.747,0.636,0.288,0.644,0.366,0,1,0,1,0,0,assets/creative_500054.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500054.png,True,0.5625,230400,1,19,27,1009,booking,discount,18-24,Android,2026-01-04,2026-02-27,3678,CTR,55,Europe,3,2161.7,271618,230384,3403,224,28740.59,3.0,0.0008143514310446654,0.08387303361654407,0.012528624759772917,0.8481912097136419,0.06582427270055834,0.8246876127502596,13.295364759217284,7,4746.68,600791,494809,7794,477,64784.58,3.0,0.0010618229410821144,0.12175025411144341,0.012972897396931712,0.8235958927480604,0.061200923787528866,0.7939533048930494,13.648398459554889,14,9140.98,1173654,967013,13802,771,108829.34,3.0,0.0017955120490786452,0.1827188943725625,0.011759854267100866,0.8239336295023917,0.05586146935226779,0.6569227387287906,11.905653441972305,44,27686.34,3564061,25130,1396,197969.48,0.0037992921456051322,0.23241965644331147,43,0.0070509455365662934,0.055551134102666135,0.39168802105238937,7.150438808452111,fatigued,14,0.7222222222222222,0.0070509455365662,0.0555511341026661,0.3916880210523893,7.150438808452111,-0.8030628164260534,0.0212264150943397,0.0135623050742173,1
500055,20009,DriftPass,DriftPass Travel,travel,rewarded_video,360,640,it,2026-01-16,destination,discover,Install now,Dream destinations await,Flexible booking options,white,playful,10,0.298,70,0.886,0.507,0.281,0.96,0.609,3,0,1,0,0,1,assets/creative_500055.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500055.png,True,0.5625,230400,1,24,24,1009,booking,discount,18-24,Android,2026-01-04,2026-02-27,3678,CTR,55,Europe,3,2524.69,327199,271482,4758,319,43509.31,3.0,0.0007659638465430445,0.11646954888795831,0.01454160923474705,0.8297152497409833,0.06704497688104245,0.9749418549567694,17.233525700184973,7,5505.42,710063,589933,10255,721,103562.23999999999,3.0,0.0004700240263743466,0.13511872899616734,0.014442380464831994,0.8308178288405395,0.07030716723549488,1.0154028586195873,18.810960834959,14,10892.67,1393266,1129245,18052,1209,174733.87,3.0,0.0017313078616169723,0.19589964116559058,0.0129566069939265,0.8105020864644655,0.06697318856636383,0.8677452833845081,16.041417760751038,43,32465.85,4182189,33267,2181,313628.94,0.004056060179997502,0.299886390513394,42,0.00795444682198724,0.06556046532599874,0.5214972350603954,9.660271947292308,top_performer,,0.854320987654321,0.0079544468219872,0.0655604653259987,0.5214972350603954,9.660271947292308,-0.7755667454809874,-0.1095083589047066,0.0146360398209882,0
500056,20009,DriftPass,DriftPass Travel,travel,rewarded_video,360,640,en,2026-01-08,food-closeup,book now,Book now,Escape this weekend,Hotels + flights in one tap,teal,adventurous,10,0.291,95,0.865,0.611,0.02,0.742,0.761,1,2,0,0,0,1,assets/creative_500056.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500056.png,True,0.5625,230400,1,19,27,1009,booking,discount,18-24,Android,2026-01-04,2026-02-27,3678,CTR,55,Europe,3,3689.7799999999997,502738,414779,6708,350,50476.25,3.0,0.000786378295174895,0.16139054205715242,0.01334293409290724,0.8250400805190775,0.052176505664877755,0.6961876762846652,13.680016152724553,7,7598.03,976913,806057,12953,765,108980.42,3.0,0.0006434950856432103,0.1576828807019555,0.013259113145182836,0.825106227473685,0.059059677294835175,0.7830789435702054,14.343246867938136,14,11950.36,1527256,1266530,18530,1118,157323.13,3.0,0.0018283949516326135,0.14646854046522964,0.012132870979063104,0.8292846778798053,0.060334592552617375,0.7320318270152483,13.16471888712976,51,35873.61,4623084,33273,2003,281693.29,0.003673527581062112,0.239100967183857,50,0.007197143724838225,0.06019896011781324,0.43326056805370616,7.852382015637678,fatigued,13,0.7768518518518519,0.0071971437248382,0.0601989601178132,0.4332605680537061,7.852382015637678,-0.8219690265592409,0.0827929578952686,0.013458997326773,1
500057,20009,DriftPass,DriftPass Travel,travel,interstitial,360,640,it,2026-01-11,celebrity,cashback,Learn more,Dream destinations await,Flexible booking options,lime,trustworthy,8,0.564,44,0.676,0.445,0.02,0.789,0.552,1,1,0,0,0,0,assets/creative_500057.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500057.png,True,0.5625,230400,1,24,24,1009,booking,discount,18-24,Android,2026-01-04,2026-02-27,3678,CTR,55,Europe,3,2785.29,435773,341488,4575,202,27983.03,3.0,0.0015067500823392854,0.06290732157997588,0.010498585272607528,0.7836373524747977,0.04415300546448087,0.4635440929107586,10.046720449217137,7,5679.27,875980,681953,9264,412,59306.32,3.0,0.0010660016042795374,0.04952102355168073,0.010575583917441038,0.7785029338569374,0.04447322970639033,0.4703303728395625,10.44259561528154,14,9310.02,1441244,1135576,14113,646,94080.88,3.0,0.0013144859449779822,0.06599500354306428,0.009792235041394795,0.7879137744892607,0.04577340041096861,0.4482238954680817,10.105335971351296,48,29016.12,4521393,25707,1143,164795.36,0.003079245882509341,0.15016903094130685,47,0.00568563714766666,0.044462597736025206,0.25279819736970444,5.679441634512126,stable,,0.4993827160493827,0.0056856371476666,0.0444625977360252,0.2527981973697044,5.679441634512126,-0.8197105425273157,-0.1514929474262686,0.0111046965179662,0
500058,20009,DriftPass,DriftPass Travel,travel,native,320,320,en,2026-01-06,family,last-minute deal,Try for free,Book your next trip,Special fares today,teal,playful,0,0.63,70,0.852,0.497,0.198,0.896,0.441,1,1,0,1,0,0,assets/creative_500058.png,/home/wei/projects/hack_UPC_2026/Smadex_Creative_Intelligence_Dataset_FULL/assets/creative_500058.png,True,1.0,102400,0,19,19,1009,booking,discount,18-24,Android,2026-01-04,2026-02-27,3678,CTR,55,Europe,3,5374.34,1058150,852662,11364,644,96180.48,3.0,0.00038399223670489786,0.006020008644845399,0.010739498180787224,0.8058044700656807,0.05667018655403027,0.6086093654018806,17.896240282527714,7,9930.0,1919649,1579278,19541,1082,161602.99,3.0,0.0010897987338248925,0.07559510470278885,0.010179465100130285,0.8226910232026793,0.05537075891714856,0.5636447079648415,16.274218529707955,14,15098.69,2924409,2406888,25903,1433,211791.84,3.0,0.002257389343928215,0.13003192900200355,0.008857516168224075,0.8230339873800142,0.05532177740030112,0.49001353777806045,14.027166595247666,53,41176.04,8044441,37982,2044,299365.13,0.0028425639047495706,0.16430824618662648,52,0.00472152135866246,0.0538149649834132,0.25408850658485777,7.2703720416047775,stable,,0.4598765432098765,0.0047215213586624,0.0538149649834132,0.2540885065848578,7.2703720416047775,-0.8210533586280566,-0.1202829314280569,0.0107685191969519,0
