creative_id,campaign_id,advertiser_id,advertiser_name,app_name,vertical,format,language,theme,hook_type,cta_text,headline,subhead,dominant_color,emotional_tone,objective,primary_theme,target_age_segment,target_os,creative_launch_date,asset_file,creative_status,best_score,winner_segment,action_hint,global_rank,global_pct,campaign_rank,campaign_pct,vertical_rank,vertical_pct,format_rank,format_pct,vertical_format_rank,vertical_format_pct,perf_score,overall_roas,overall_ipm,overall_ctr,overall_cvr,lifecycle_spend_usd,lifecycle_impressions,lifecycle_revenue_usd,fatigue_day,has_fatigue,ctr_decay_pct,cvr_decay_pct,evidence_ok,low_evidence,perf_score_pct,overall_roas_pct,overall_ipm_pct,overall_cvr_pct,overall_ctr_pct,overall_roas_vs_campaign_median,overall_ipm_vs_vertical_median,perf_score_vs_vertical_format_median
500776,20129,1021,RouteBloom,RouteBloom Travel,travel,rewarded_video,pt,wanderlust,escape,Get offer,Fly smarter,Hotels + flights in one tap,purple,excited,booking,destination,35-44,Both,2026-01-28,assets/creative_500776.png,top_performer,0.8762305986696232,top_winner,Scale,11.0,0.9889135254988913,1.0,1.0,7.0,0.9586206896551724,9.0,0.95,7.0,0.8695652173913043,0.867283950617284,12.809196302230603,0.4914395313314844,0.0088896606866357,0.0552821472781618,20614.59,3725789,264056.33,,0,-0.7284985726199529,-0.0426287063440959,True,False,0.9955654101995566,1.0,0.6773835920177383,0.13747228381374724,0.975609756097561,3.7963469091228834,0.1592286131250628,0.11450617283950626
500833,20138,1030,IronQuest,IronQuest Rush,gaming,playable,it,fantasy,late-night,Learn more,Unlock rare gear,No ads in first week,lime,excited,install,reward,18-24,Android,2026-01-22,assets/creative_500833.png,fatigued,0.8712860310421287,strong_but_fatigued,Refresh,12.0,0.9878048780487805,1.0,1.0,4.0,0.9802631578947368,3.0,0.9473684210526315,3.0,0.9411764705882353,0.820679012345679,2.3866141507182825,1.8940152891449864,0.009571680050507,0.1978769953812495,17140.19,3867973,40907.02,15.0,1,-0.8426516676896332,0.0323757818539602,True,False,0.9844789356984479,0.5476718403547672,0.9866962305986696,0.9390243902439024,0.9866962305986696,0.1365402670405511,0.5400346237130005,0.11342592592592593
500525,20087,1015,HorizonHop,HorizonHop Flights,travel,rewarded_video,ja,discount,escape,Try for free,Escape this weekend,Special fares today,teal,premium,booking,destination,25-34,Android,2026-01-20,assets/creative_500525.png,top_performer,0.8700776053215078,top_winner,Scale,13.0,0.9866962305986696,1.0,1.0,8.0,0.9517241379310345,10.0,0.94375,8.0,0.8478260869565217,0.8333333333333334,7.743698949125434,0.513135649813811,0.0080440846843368,0.0637904335856847,27522.79,2890074,213128.2,,0,-0.7051957965145482,0.1013526055411633,True,False,0.9866962305986696,0.9279379157427938,0.70509977827051,0.24833702882483372,0.9512195121951219,1.3851885365879468,0.18092473160738942,0.0805555555555556
500520,20086,1014,VaultRun,VaultRun Pay,fintech,rewarded_video,es,feature-focus,security,Learn more,"Your money, clearer",No hidden fees,green,urgent,signup,trust,18-24,Android,2026-01-07,assets/creative_500520.png,fatigued,0.8682372505543238,strong_but_fatigued,Refresh,14.0,0.9855875831485588,1.0,1.0,2.0,0.9929078014184397,11.0,0.9375,2.0,0.875,0.7561728395061729,9.614111876467398,0.5279712708436587,0.0055372817125284,0.0953484576464827,29618.74,5532498,284757.88,10.0,1,-0.7981131789101129,-0.0813675185548951,True,False,0.9567627494456763,0.9778270509977827,0.7261640798226164,0.6263858093126385,0.664079822616408,-0.18262565084290827,0.1452304037853292,0.03425925925925932
500038,20006,1006,NeonArena,NeonArena Quest,gaming,rewarded_video,pt,competitive,competition,Try for free,Beat your rivals,Play with friends tonight,blue,calm,install,reward,25-34,iOS,2026-01-17,assets/creative_500038.png,top_performer,0.8676940133037694,top_winner,Scale,15.0,0.9844789356984479,1.0,1.0,5.0,0.9736842105263158,12.0,0.93125,2.0,0.9767441860465116,0.7802469135802469,2.0314427869495115,1.8512411652294216,0.0094475269773889,0.195949815190796,20356.02,4066461,41352.09,,0,-0.7648141499667394,-0.0121606429828842,True,False,0.9722838137472284,0.43902439024390244,0.983370288248337,0.9312638580931264,0.9844789356984479,0.3430923265496819,0.4972604997974357,0.11851851851851847
500733,20122,1014,VaultRun,VaultRun Wallet,fintech,native,es,minimalist,free shipping,Order now,"Your money, clearer",No hidden fees,black,playful,signup,feature-focus,18-24,Both,2026-01-18,assets/creative_500733.png,stable,0.8676829268292683,strong_candidate,Keep,16.0,0.983370288248337,1.0,1.0,3.0,0.9858156028368794,1.0,1.0,1.0,1.0,0.7108024691358024,9.45972839590322,0.5694793075811314,0.0048416361355271,0.1176212527418961,24647.64,4237204,233159.98,,0,-0.7323600181675591,-0.1207471614240834,True,False,0.9101995565410199,0.975609756097561,0.7671840354767184,0.8226164079822617,0.48004434589800443,2.19467431634453,0.18673844052280192,0.19320987654320987
500743,20123,1015,HorizonHop,HorizonHop Flights,travel,rewarded_video,en,urgency,book now,Watch now,Fly smarter,Special fares today,teal,trustworthy,booking,destination,35-44,iOS,2026-02-01,assets/creative_500743.png,top_performer,0.8657538802660755,top_winner,Scale,17.0,0.9822616407982262,1.0,1.0,9.0,0.9448275862068966,13.0,0.925,9.0,0.8260869565217391,0.842283950617284,7.77372401971862,0.5100863857319052,0.0086910392187725,0.0586910693752395,22391.02,2401554,174061.61000000002,,0,-0.6909202439787064,-0.0358617443825634,True,False,0.9889135254988913,0.9312638580931264,0.7017738359201774,0.18514412416851442,0.9700665188470067,0.6426509487420953,0.17787546752548367,0.08950617283950624
500832,20138,1030,IronQuest,IronQuest Rush,gaming,rewarded_video,it,gameplay,challenge,Shop now,Win epic rewards,Free rewards for new players,lime,adventurous,install,reward,18-24,Android,2026-01-24,assets/creative_500832.png,fatigued,0.8657427937915743,strong_but_fatigued,Refresh,18.0,0.9811529933481153,2.0,0.8,6.0,0.9671052631578947,14.0,0.91875,3.0,0.9534883720930233,0.8070987654320988,2.3635841389219463,1.7489430931389292,0.0087822909210962,0.199144290351136,15562.12,3858902,36782.38,14.0,1,-0.8653529172703165,-0.1827962812528206,True,False,0.9822616407982262,0.5421286031042128,0.9722838137472284,0.9423503325942351,0.9722838137472284,0.11351025524421487,0.39496242770694323,0.14537037037037037
500185,20030,1030,IronQuest,IronQuest Saga,gaming,playable,ja,fantasy,free rewards,Learn more,Unlock rare gear,Play with friends tonight,lime,premium,install,competitive,35-44,Both,2026-01-27,assets/creative_500185.png,fatigued,0.862638580931264,strong_but_fatigued,Refresh,19.0,0.9800443458980045,2.0,0.8333333333333334,7.0,0.9605263157894737,4.0,0.9210526315789473,4.0,0.9117647058823529,0.8052469135802469,2.2948131572418267,1.812075163192118,0.0090199201844102,0.2008970285927864,20958.8,4745940,48096.53,13.0,1,-0.8843582622473785,-0.1266344578480401,True,False,0.9811529933481153,0.5232815964523282,0.9789356984478935,0.9467849223946785,0.9778270509977827,0.17440767622335196,0.458094497760132,0.09799382716049387
500126,20021,1021,RouteBloom,RouteBloom Getaway,travel,native,en,celebrity,watch now,Get offer,Last-minute savings,Flexible booking options,blue,trustworthy,booking,discount,35-44,iOS,2026-02-04,assets/creative_500126.png,top_performer,0.8610421286031043,top_winner,Scale,20.0,0.9789356984478935,2.0,0.8333333333333334,10.0,0.9379310344827586,2.0,0.9960629921259843,1.0,1.0,0.7907407407407407,10.422594070375231,0.4415541001675124,0.0067955630055986,0.0649768238192675,21536.27,3523917,224463.8,,0,-0.7266066161352949,-0.1373190541561663,True,False,0.9778270509977827,0.991130820399113,0.6086474501108647,0.26940133037694014,0.8691796008869179,3.818099896082707,0.10934318196109083,0.2416666666666667
